latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.599998,77.20001,217.0,0,GMT,GMT

time,pm10 (μg/m³),pm2_5 (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),carbon_monoxide (μg/m³)
2022-08-16T00:00,39.8,26.0,24.3,28.4,29.0,362.0
2022-08-16T01:00,35.9,21.4,26.5,27.1,28.0,369.0
2022-08-16T02:00,33.3,17.6,29.7,25.5,27.0,377.0
2022-08-16T03:00,35.2,17.8,31.5,24.1,31.0,380.0
2022-08-16T04:00,37.7,18.9,28.6,24.8,40.0,367.0
2022-08-16T05:00,42.6,20.1,23.7,26.2,52.0,346.0
2022-08-16T06:00,45.2,22.5,18.1,27.5,70.0,321.0
2022-08-16T07:00,47.5,25.4,15.9,26.9,85.0,309.0
2022-08-16T08:00,51.3,27.2,14.4,25.6,102.0,301.0
2022-08-16T09:00,56.6,28.9,15.2,24.5,115.0,299.0
2022-08-16T10:00,56.5,30.3,19.0,24.5,112.0,308.0
2022-08-16T11:00,51.6,26.8,25.0,24.9,102.0,323.0
2022-08-16T12:00,62.4,26.4,42.3,27.1,66.0,373.0
2022-08-16T13:00,61.5,24.9,43.2,27.2,61.0,381.0
2022-08-16T14:00,59.4,24.5,44.3,27.5,54.0,391.0
2022-08-16T15:00,56.5,23.1,44.3,27.8,45.0,396.0
2022-08-16T16:00,52.3,21.5,42.2,27.9,41.0,388.0
2022-08-16T17:00,49.4,20.3,39.0,28.0,37.0,373.0
2022-08-16T18:00,46.3,18.8,33.8,28.2,34.0,344.0
2022-08-16T19:00,42.5,17.1,29.2,28.1,33.0,312.0
2022-08-16T20:00,39.0,16.0,24.0,28.0,33.0,273.0
2022-08-16T21:00,36.3,15.4,18.7,28.0,33.0,235.0
2022-08-16T22:00,34.8,15.7,17.2,28.3,31.0,227.0
2022-08-16T23:00,34.3,16.4,17.0,28.7,29.0,231.0
2022-08-17T00:00,35.9,18.2,17.9,30.4,28.0,243.0
2022-08-17T01:00,36.2,18.6,18.8,31.1,27.0,265.0
2022-08-17T02:00,36.9,19.0,20.0,32.2,27.0,297.0
2022-08-17T03:00,34.5,16.5,21.1,33.0,30.0,326.0
2022-08-17T04:00,37.4,16.5,21.0,32.7,38.0,325.0
2022-08-17T05:00,43.4,18.7,20.4,31.8,49.0,313.0
2022-08-17T06:00,48.0,21.7,19.8,31.2,65.0,302.0
2022-08-17T07:00,52.5,25.3,19.5,32.0,81.0,305.0
2022-08-17T08:00,58.0,29.0,19.3,33.2,98.0,313.0
2022-08-17T09:00,57.4,28.9,21.0,34.9,112.0,326.0
2022-08-17T10:00,54.6,27.5,23.4,35.5,111.0,294.0
2022-08-17T11:00,50.8,25.7,26.9,36.0,104.0,252.0
2022-08-17T12:00,50.1,24.9,37.3,37.4,82.0,365.0
2022-08-17T13:00,53.4,28.9,51.0,42.0,61.0,658.0
2022-08-17T14:00,61.2,35.7,70.2,48.5,31.0,1076.0
2022-08-17T15:00,71.9,43.8,88.7,56.0,0.0,1553.0
2022-08-17T16:00,78.0,48.7,89.8,59.0,-6.0,1763.0
2022-08-17T17:00,81.0,51.5,84.5,60.7,-4.0,1906.0
2022-08-17T18:00,82.4,53.2,77.1,62.2,0.0,1977.0
2022-08-17T19:00,82.0,53.6,74.3,62.8,0.0,1906.0
2022-08-17T20:00,83.6,55.2,71.9,63.0,0.0,1750.0
2022-08-17T21:00,83.6,55.8,69.3,62.7,0.0,1546.0
2022-08-17T22:00,81.7,55.1,68.7,62.4,-1.0,1456.0
2022-08-17T23:00,81.0,55.2,68.6,61.8,-3.0,1382.0
2022-08-18T00:00,81.0,55.4,69.2,56.9,0.0,1230.0
2022-08-18T01:00,79.9,55.1,63.8,55.0,9.0,1085.0
2022-08-18T02:00,62.9,43.2,55.9,52.2,22.0,878.0
2022-08-18T03:00,44.7,30.0,44.8,47.2,42.0,633.0
2022-08-18T04:00,41.0,26.4,36.2,41.5,58.0,519.0
2022-08-18T05:00,41.4,26.1,27.0,34.8,77.0,433.0
2022-08-18T06:00,42.0,26.2,18.0,27.7,98.0,353.0
2022-08-18T07:00,44.0,27.3,14.6,25.1,112.0,317.0
2022-08-18T08:00,44.4,27.4,13.4,24.0,124.0,302.0
2022-08-18T09:00,44.7,27.5,15.4,23.7,131.0,301.0
2022-08-18T10:00,44.0,26.8,19.6,23.9,126.0,270.0
2022-08-18T11:00,43.2,26.1,26.1,24.7,115.0,240.0
2022-08-18T12:00,44.6,27.0,35.8,25.5,95.0,356.0
2022-08-18T13:00,55.1,35.2,50.0,32.4,70.0,909.0
2022-08-18T14:00,79.6,52.3,70.0,42.1,36.0,1690.0
2022-08-18T15:00,94.1,62.4,88.8,49.6,0.0,2377.0
2022-08-18T16:00,84.3,55.6,89.3,46.0,-7.0,2288.0
2022-08-18T17:00,72.4,47.1,83.2,37.8,-4.0,1897.0
2022-08-18T18:00,63.3,40.7,72.2,28.0,3.0,1365.0
2022-08-18T19:00,56.5,36.0,63.8,24.8,7.0,1104.0
2022-08-18T20:00,52.3,33.2,53.8,22.8,13.0,863.0
2022-08-18T21:00,48.3,30.4,41.5,20.7,20.0,603.0
2022-08-18T22:00,44.6,27.6,33.9,18.8,24.0,468.0
2022-08-18T23:00,40.0,24.2,27.0,17.0,27.0,376.0
2022-08-19T00:00,39.5,24.3,28.0,18.1,24.0,363.0
2022-08-19T01:00,36.9,22.6,26.5,18.7,28.0,364.0
2022-08-19T02:00,29.2,16.3,24.4,19.5,34.0,364.0
2022-08-19T03:00,27.4,13.9,21.4,20.1,45.0,356.0
2022-08-19T04:00,27.8,13.3,19.1,20.1,58.0,337.0
2022-08-19T05:00,32.1,15.5,16.8,19.8,75.0,310.0
2022-08-19T06:00,37.1,18.6,14.2,18.9,92.0,277.0
2022-08-19T07:00,41.8,20.8,12.6,17.6,99.0,253.0
2022-08-19T08:00,41.6,19.7,11.1,15.9,103.0,229.0
2022-08-19T09:00,44.0,19.2,12.5,14.5,102.0,222.0
2022-08-19T10:00,46.2,19.3,17.7,14.6,93.0,230.0
2022-08-19T11:00,46.9,18.6,25.4,15.3,80.0,251.0
2022-08-19T12:00,45.9,19.8,33.5,18.7,77.0,323.0
2022-08-19T13:00,50.9,23.8,39.0,21.0,65.0,492.0
2022-08-19T14:00,56.1,28.2,46.9,24.4,48.0,732.0
2022-08-19T15:00,58.6,30.3,55.0,28.0,29.0,986.0
2022-08-19T16:00,60.8,32.1,57.1,29.5,21.0,1070.0
2022-08-19T17:00,63.6,34.2,57.2,30.4,16.0,1100.0
2022-08-19T18:00,64.5,35.3,55.5,30.4,12.0,1057.0
2022-08-19T19:00,60.3,33.1,52.5,28.2,11.0,918.0
2022-08-19T20:00,56.0,31.2,48.0,25.0,13.0,713.0
2022-08-19T21:00,56.0,31.8,44.7,23.2,14.0,531.0
2022-08-19T22:00,67.5,39.1,46.6,26.5,12.0,564.0
2022-08-19T23:00,65.0,39.6,50.7,32.0,9.0,679.0
2022-08-20T00:00,49.2,28.4,30.9,20.1,23.0,375.0
2022-08-20T01:00,48.4,28.5,31.1,21.0,25.0,400.0
2022-08-20T02:00,48.0,27.0,31.4,22.2,29.0,436.0
2022-08-20T03:00,48.0,25.8,30.5,23.6,38.0,454.0
2022-08-20T04:00,49.6,25.1,27.5,24.2,49.0,418.0
2022-08-20T05:00,52.0,25.5,23.5,24.6,64.0,358.0
2022-08-20T06:00,54.9,27.0,19.7,25.4,82.0,294.0
2022-08-20T07:00,59.0,29.3,18.9,26.2,94.0,278.0
2022-08-20T08:00,62.2,31.4,19.1,27.3,106.0,277.0
2022-08-20T09:00,64.5,33.1,22.6,28.8,114.0,297.0
2022-08-20T10:00,64.0,33.1,27.9,28.7,111.0,258.0
2022-08-20T11:00,64.3,32.9,35.2,28.4,102.0,212.0
2022-08-20T12:00,69.6,38.8,40.2,32.5,112.0,384.0
2022-08-20T13:00,72.9,41.6,49.9,34.0,94.0,534.0
2022-08-20T14:00,75.7,46.9,63.7,36.0,69.0,748.0
2022-08-20T15:00,71.2,45.8,77.1,38.2,40.0,975.0
2022-08-20T16:00,69.8,45.8,78.2,38.8,30.0,1039.0
2022-08-20T17:00,70.3,46.9,74.9,38.8,24.0,1053.0
2022-08-20T18:00,71.7,47.7,69.4,39.4,20.0,1038.0
2022-08-20T19:00,72.4,47.1,65.9,41.0,19.0,1010.0
2022-08-20T20:00,75.2,48.9,61.8,43.0,20.0,963.0
2022-08-20T21:00,79.6,52.0,57.6,45.2,21.0,901.0
2022-08-20T22:00,84.1,54.7,56.6,45.9,19.0,868.0
2022-08-20T23:00,85.4,55.3,56.7,46.2,17.0,839.0
2022-08-21T00:00,79.6,51.7,51.6,40.9,16.0,671.0
2022-08-21T01:00,82.9,53.9,50.8,40.4,22.0,669.0
2022-08-21T02:00,80.6,49.9,49.4,39.7,30.0,664.0
2022-08-21T03:00,77.8,44.8,44.8,37.6,47.0,622.0
2022-08-21T04:00,73.1,38.4,37.0,34.5,66.0,534.0
2022-08-21T05:00,65.4,33.6,26.7,30.5,89.0,415.0
2022-08-21T06:00,64.0,34.1,16.2,26.6,117.0,295.0
2022-08-21T07:00,62.9,34.7,12.9,25.9,135.0,269.0
2022-08-21T08:00,62.6,35.0,12.1,26.3,150.0,274.0
2022-08-21T09:00,63.1,35.7,15.2,27.4,160.0,297.0
2022-08-21T10:00,63.6,36.1,20.2,27.1,155.0,257.0
2022-08-21T11:00,65.0,36.8,27.9,26.9,143.0,208.0
2022-08-21T12:00,65.9,38.3,46.5,24.2,98.0,383.0
2022-08-21T13:00,62.6,36.8,62.1,27.0,77.0,527.0
2022-08-21T14:00,64.7,39.9,84.1,30.9,46.0,734.0
2022-08-21T15:00,68.5,44.2,103.9,34.3,15.0,1001.0
2022-08-21T16:00,69.6,45.9,103.2,34.3,9.0,1195.0
2022-08-21T17:00,69.4,45.9,94.6,32.9,10.0,1387.0
2022-08-21T18:00,74.5,49.0,80.4,29.9,15.0,1486.0
2022-08-21T19:00,73.8,48.2,69.9,26.3,18.0,1338.0
2022-08-21T20:00,73.1,47.5,58.0,21.8,23.0,1065.0
2022-08-21T21:00,66.4,41.7,45.2,17.3,27.0,745.0
2022-08-21T22:00,65.9,41.6,40.0,16.4,27.0,628.0
2022-08-21T23:00,66.6,42.1,37.2,16.7,25.0,558.0
2022-08-22T00:00,62.4,39.6,44.0,19.2,23.0,456.0
2022-08-22T01:00,65.2,40.7,43.8,24.7,26.0,493.0
2022-08-22T02:00,70.1,43.1,43.5,32.5,31.0,546.0
2022-08-22T03:00,75.0,45.4,41.5,42.5,47.0,591.0
2022-08-22T04:00,76.1,46.0,38.0,49.2,72.0,583.0
2022-08-22T05:00,80.3,49.5,33.4,55.5,105.0,554.0
2022-08-22T06:00,78.0,49.1,27.4,59.8,145.0,512.0
2022-08-22T07:00,73.1,46.9,22.3,57.5,170.0,484.0
2022-08-22T08:00,69.6,45.9,17.0,51.8,192.0,454.0
2022-08-22T09:00,62.9,42.0,15.1,44.2,203.0,428.0
2022-08-22T10:00,57.4,38.6,20.7,39.4,187.0,416.0
2022-08-22T11:00,56.1,38.0,30.2,34.7,157.0,412.0
2022-08-22T12:00,51.1,34.1,43.5,27.7,95.0,462.0
2022-08-22T13:00,51.1,34.2,47.2,28.2,83.0,528.0
2022-08-22T14:00,52.6,35.6,52.3,29.0,66.0,622.0
2022-08-22T15:00,51.2,34.7,56.7,29.5,48.0,712.0
2022-08-22T16:00,52.7,35.7,56.5,29.3,44.0,723.0
2022-08-22T17:00,54.5,36.9,54.4,28.8,43.0,706.0
2022-08-22T18:00,55.1,37.5,49.0,28.0,45.0,652.0
2022-08-22T19:00,53.6,36.3,42.0,27.6,46.0,580.0
2022-08-22T20:00,50.5,33.6,33.0,27.3,48.0,485.0
2022-08-22T21:00,46.0,29.8,22.8,27.1,52.0,381.0
2022-08-22T22:00,43.2,27.4,17.4,27.4,58.0,341.0
2022-08-22T23:00,42.4,26.5,13.2,27.8,66.0,319.0
2022-08-23T00:00,43.4,27.2,11.6,28.6,73.0,321.0
2022-08-23T01:00,45.1,28.2,15.8,30.2,70.0,351.0
2022-08-23T02:00,46.6,29.0,21.5,32.3,65.0,393.0
2022-08-23T03:00,49.9,29.4,26.0,33.6,66.0,423.0
2022-08-23T04:00,50.2,28.2,23.5,31.8,77.0,402.0
2022-08-23T05:00,50.8,27.5,18.2,28.6,94.0,359.0
2022-08-23T06:00,52.6,26.6,12.4,24.5,112.0,307.0
2022-08-23T07:00,56.0,26.3,10.6,22.3,120.0,282.0
2022-08-23T08:00,59.1,25.7,9.8,20.4,125.0,262.0
2022-08-23T09:00,58.9,24.7,12.1,19.0,124.0,254.0
2022-08-23T10:00,58.9,24.1,17.3,19.5,114.0,264.0
2022-08-23T11:00,58.1,22.9,25.0,20.9,98.0,285.0
2022-08-23T12:00,49.7,19.8,31.8,24.2,80.0,323.0
2022-08-23T13:00,49.6,21.8,41.1,27.2,66.0,407.0
2022-08-23T14:00,48.4,22.8,54.3,31.4,46.0,527.0
2022-08-23T15:00,47.1,22.9,66.5,35.6,25.0,638.0
2022-08-23T16:00,46.0,22.5,66.9,36.5,21.0,642.0
2022-08-23T17:00,45.1,22.1,62.9,36.3,23.0,605.0
2022-08-23T18:00,43.5,21.3,54.9,35.4,27.0,539.0
2022-08-23T19:00,41.1,20.1,47.0,34.3,31.0,482.0
2022-08-23T20:00,39.6,19.8,37.4,32.8,36.0,413.0
2022-08-23T21:00,39.0,20.2,27.4,31.5,40.0,345.0
2022-08-23T22:00,38.9,20.9,24.2,31.2,38.0,328.0
2022-08-23T23:00,39.3,21.8,23.5,31.4,34.0,330.0
2022-08-24T00:00,39.0,22.4,23.2,32.8,32.0,344.0
2022-08-24T01:00,40.6,23.9,27.4,35.7,29.0,391.0
2022-08-24T02:00,43.9,26.6,33.3,39.8,26.0,458.0
2022-08-24T03:00,43.2,26.1,37.8,43.8,28.0,510.0
2022-08-24T04:00,42.0,24.4,35.5,44.3,40.0,488.0
2022-08-24T05:00,46.0,26.4,30.4,43.6,57.0,434.0
2022-08-24T06:00,54.2,31.3,23.9,41.5,81.0,368.0
2022-08-24T07:00,55.8,31.8,20.0,38.3,102.0,338.0
2022-08-24T08:00,55.4,31.4,16.5,34.2,124.0,314.0
2022-08-24T09:00,54.2,30.6,16.4,30.7,140.0,303.0
2022-08-24T10:00,53.8,30.4,21.1,31.0,136.0,293.0
2022-08-24T11:00,53.2,30.2,29.0,32.8,122.0,291.0
2022-08-24T12:00,54.4,31.1,41.1,35.8,95.0,381.0
2022-08-24T13:00,64.3,39.9,50.6,38.1,77.0,680.0
2022-08-24T14:00,74.0,48.2,64.1,41.4,51.0,1104.0
2022-08-24T15:00,75.0,49.7,78.4,45.1,23.0,1507.0
2022-08-24T16:00,68.2,45.5,82.3,46.5,14.0,1527.0
2022-08-24T17:00,63.1,42.5,82.9,47.3,11.0,1407.0
2022-08-24T18:00,62.6,42.6,82.2,47.9,9.0,1226.0
2022-08-24T19:00,63.3,43.3,81.5,47.8,7.0,1131.0
2022-08-24T20:00,64.0,43.8,80.0,47.2,6.0,1032.0
2022-08-24T21:00,65.0,44.4,76.8,46.9,6.0,930.0
2022-08-24T22:00,66.8,45.5,73.2,46.8,5.0,892.0
2022-08-24T23:00,69.8,47.6,68.7,47.0,5.0,876.0
2022-08-25T00:00,87.3,59.5,58.5,58.2,15.0,945.0
2022-08-25T01:00,90.8,61.9,58.6,62.1,25.0,932.0
2022-08-25T02:00,86.8,58.6,58.6,67.5,39.0,911.0
2022-08-25T03:00,82.4,54.2,55.2,70.9,63.0,846.0
2022-08-25T04:00,75.0,47.7,47.2,66.9,84.0,740.0
2022-08-25T05:00,68.9,43.1,36.5,59.7,108.0,602.0
2022-08-25T06:00,65.9,41.2,25.0,51.5,139.0,463.0
2022-08-25T07:00,64.7,40.9,20.8,49.2,162.0,432.0
2022-08-25T08:00,63.8,40.7,18.9,48.5,185.0,438.0
2022-08-25T09:00,65.0,41.7,20.5,48.3,203.0,461.0
2022-08-25T10:00,65.7,42.3,24.0,47.4,205.0,419.0
2022-08-25T11:00,67.1,43.1,29.9,46.7,198.0,367.0
2022-08-25T12:00,66.6,42.7,44.2,44.5,155.0,504.0
2022-08-25T13:00,88.9,58.8,63.8,51.2,121.0,1070.0
2022-08-25T14:00,112.5,74.7,91.8,60.8,72.0,1877.0
2022-08-25T15:00,135.0,90.1,118.2,72.8,20.0,2827.0
2022-08-25T16:00,153.2,102.4,119.4,80.9,6.0,3319.0
2022-08-25T17:00,159.7,106.9,111.3,88.7,3.0,3709.0
2022-08-25T18:00,166.7,111.5,99.1,92.2,3.0,3895.0
2022-08-25T19:00,170.4,114.1,92.7,85.8,1.0,3637.0
2022-08-25T20:00,156.0,104.3,86.0,74.2,1.0,3127.0
2022-08-25T21:00,142.5,94.8,77.3,59.0,1.0,2445.0
2022-08-25T22:00,132.2,87.5,70.7,50.3,1.0,2049.0
2022-08-25T23:00,122.5,80.1,64.2,42.2,2.0,1672.0
2022-08-26T00:00,99.4,64.7,64.8,46.0,5.0,813.0
2022-08-26T01:00,89.4,57.2,57.3,42.0,13.0,710.0
2022-08-26T02:00,84.1,52.4,46.7,36.5,25.0,563.0
2022-08-26T03:00,75.0,43.5,33.9,31.6,45.0,402.0
2022-08-26T04:00,70.3,39.0,26.8,31.2,65.0,343.0
2022-08-26T05:00,67.1,35.5,20.8,32.8,89.0,314.0
2022-08-26T06:00,65.0,34.2,17.0,38.8,116.0,308.0
2022-08-26T07:00,67.5,36.4,19.7,49.5,129.0,337.0
2022-08-26T08:00,69.4,38.3,25.6,63.6,137.0,389.0
2022-08-26T09:00,71.5,39.3,32.2,75.3,141.0,439.0
2022-08-26T10:00,68.7,37.3,32.3,72.1,137.0,427.0
2022-08-26T11:00,66.1,34.5,30.6,62.8,127.0,395.0
2022-08-26T12:00,65.7,30.7,25.7,42.2,100.0,317.0
2022-08-26T13:00,67.8,33.9,33.4,41.5,85.0,360.0
2022-08-26T14:00,71.0,37.8,44.3,40.5,63.0,422.0
2022-08-26T15:00,75.4,41.2,55.7,39.6,39.0,493.0
2022-08-26T16:00,77.8,42.8,58.9,40.0,30.0,529.0
2022-08-26T17:00,81.3,46.1,59.5,40.8,26.0,557.0
2022-08-26T18:00,80.3,46.0,57.1,40.6,23.0,565.0
2022-08-26T19:00,75.4,43.1,52.3,38.5,23.0,536.0
2022-08-26T20:00,70.8,40.0,45.4,35.3,24.0,485.0
2022-08-26T21:00,66.1,36.3,35.8,30.6,28.0,411.0
2022-08-26T22:00,62.2,32.7,28.9,26.6,32.0,353.0
2022-08-26T23:00,60.8,30.0,21.9,22.3,38.0,292.0
2022-08-27T00:00,64.5,36.2,27.8,30.5,32.0,329.0
2022-08-27T01:00,64.5,34.1,24.6,28.5,36.0,315.0
2022-08-27T02:00,65.7,33.9,20.1,25.6,42.0,295.0
2022-08-27T03:00,68.5,32.4,15.4,23.9,54.0,273.0
2022-08-27T04:00,69.2,31.7,13.4,25.0,70.0,263.0
2022-08-27T05:00,67.5,29.6,12.4,27.7,90.0,257.0
2022-08-27T06:00,66.6,29.6,13.1,33.9,110.0,263.0
2022-08-27T07:00,68.2,30.9,16.1,42.7,115.0,288.0
2022-08-27T08:00,67.3,30.3,20.7,53.8,115.0,326.0
2022-08-27T09:00,65.9,29.2,25.9,63.2,110.0,362.0
2022-08-27T10:00,64.0,27.6,26.8,61.0,104.0,354.0
2022-08-27T11:00,63.6,26.3,26.5,54.2,96.0,330.0
2022-08-27T12:00,67.1,28.7,30.2,49.2,79.0,346.0
2022-08-27T13:00,69.2,32.0,38.2,49.5,66.0,404.0
2022-08-27T14:00,74.5,38.2,49.5,49.8,47.0,487.0
2022-08-27T15:00,87.5,47.6,61.8,50.6,25.0,599.0
2022-08-27T16:00,103.8,58.7,65.8,52.1,16.0,686.0
2022-08-27T17:00,111.3,64.0,67.4,54.0,10.0,776.0
2022-08-27T18:00,106.9,60.8,66.8,53.8,5.0,833.0
2022-08-27T19:00,96.4,54.7,64.6,49.7,4.0,792.0
2022-08-27T20:00,86.4,48.7,60.5,43.4,4.0,703.0
2022-08-27T21:00,78.7,43.9,53.2,35.3,8.0,578.0
2022-08-27T22:00,71.9,39.2,45.3,30.6,13.0,498.0
2022-08-27T23:00,66.6,35.4,36.0,26.2,19.0,417.0
2022-08-28T00:00,60.3,26.7,14.8,16.0,46.0,251.0
2022-08-28T01:00,61.0,26.0,17.1,17.1,45.0,280.0
2022-08-28T02:00,61.2,27.0,20.5,18.5,43.0,322.0
2022-08-28T03:00,64.3,26.4,22.8,20.0,48.0,353.0
2022-08-28T04:00,65.9,27.2,20.8,20.0,61.0,336.0
2022-08-28T05:00,70.1,28.9,16.9,19.8,80.0,298.0
2022-08-28T06:00,72.9,30.2,12.8,19.1,102.0,257.0
2022-08-28T07:00,72.6,30.6,11.1,18.5,114.0,243.0
2022-08-28T08:00,71.7,31.1,10.4,17.8,124.0,237.0
2022-08-28T09:00,69.8,30.7,13.4,17.4,127.0,252.0
2022-08-28T10:00,65.7,28.4,20.6,17.4,116.0,260.0
2022-08-28T11:00,62.9,27.4,30.9,17.6,97.0,278.0
2022-08-28T12:00,60.8,28.9,45.3,19.5,66.0,416.0
2022-08-28T13:00,70.1,37.1,56.2,23.9,49.0,759.0
2022-08-28T14:00,85.7,48.7,71.6,30.1,26.0,1247.0
2022-08-28T15:00,92.7,53.9,85.9,36.8,2.0,1754.0
2022-08-28T16:00,97.1,56.9,85.7,37.5,-2.0,1867.0
2022-08-28T17:00,99.2,59.6,80.1,36.5,0.0,1853.0
2022-08-28T18:00,97.3,59.5,72.2,38.9,4.0,1815.0
2022-08-28T19:00,99.4,61.5,68.5,46.0,5.0,1815.0
2022-08-28T20:00,106.6,66.8,65.0,56.2,5.0,1808.0
2022-08-28T21:00,113.6,72.4,61.8,71.6,6.0,1854.0
2022-08-28T22:00,123.9,79.6,59.2,86.8,5.0,2004.0
2022-08-28T23:00,135.0,87.5,57.2,104.1,4.0,2208.0
2022-08-29T00:00,75.2,43.9,48.9,34.5,11.0,864.0
2022-08-29T01:00,64.3,34.1,44.5,31.1,18.0,773.0
2022-08-29T02:00,62.2,32.1,38.3,26.4,28.0,643.0
2022-08-29T03:00,60.1,26.6,30.4,21.9,45.0,488.0
2022-08-29T04:00,59.8,26.0,25.9,21.9,61.0,411.0
2022-08-29T05:00,63.6,28.8,21.9,23.5,80.0,350.0
2022-08-29T06:00,68.9,32.2,17.6,25.9,105.0,296.0
2022-08-29T07:00,73.8,35.6,14.0,26.5,127.0,275.0
2022-08-29T08:00,74.5,35.6,10.8,27.1,151.0,272.0
2022-08-29T09:00,76.8,37.0,13.1,29.0,168.0,295.0
2022-08-29T10:00,81.3,40.5,23.6,31.6,161.0,300.0
2022-08-29T11:00,84.3,42.8,39.5,35.1,143.0,314.0
2022-08-29T12:00,90.3,48.5,47.3,41.7,144.0,459.0
2022-08-29T13:00,113.4,62.2,71.5,47.0,115.0,742.0
2022-08-29T14:00,146.2,87.1,105.7,54.5,73.0,1145.0
2022-08-29T15:00,146.7,91.0,141.4,63.8,29.0,1594.0
2022-08-29T16:00,146.2,93.1,149.9,68.7,16.0,1752.0
2022-08-29T17:00,154.1,99.7,149.6,72.8,14.0,1829.0
2022-08-29T18:00,168.1,108.7,145.8,77.6,12.0,1897.0
2022-08-29T19:00,177.9,115.5,143.2,80.8,8.0,1952.0
2022-08-29T20:00,183.9,120.6,138.9,83.4,5.0,1991.0
2022-08-29T21:00,188.6,124.3,131.8,86.1,3.0,2022.0
2022-08-29T22:00,191.9,126.7,125.1,85.8,1.0,2047.0
2022-08-29T23:00,196.0,129.5,117.4,84.5,-1.0,2063.0
2022-08-30T00:00,276.6,183.0,164.8,169.6,3.0,3144.0
2022-08-30T01:00,245.9,161.6,148.9,157.1,21.0,2738.0
2022-08-30T02:00,204.4,132.2,126.2,138.9,46.0,2159.0
2022-08-30T03:00,170.9,106.9,95.4,113.1,82.0,1464.0
2022-08-30T04:00,140.2,85.9,73.7,93.2,108.0,1120.0
2022-08-30T05:00,113.6,67.8,51.7,72.3,136.0,849.0
2022-08-30T06:00,93.8,54.2,29.1,49.8,165.0,585.0
2022-08-30T07:00,83.4,47.3,19.5,39.9,181.0,465.0
2022-08-30T08:00,78.0,44.2,14.6,34.2,193.0,409.0
2022-08-30T09:00,71.5,40.6,15.8,29.4,193.0,384.0
2022-08-30T10:00,67.5,38.4,25.0,25.9,174.0,327.0
2022-08-30T11:00,64.7,36.9,40.0,23.8,143.0,282.0
2022-08-30T12:00,82.9,50.3,61.0,49.2,114.0,591.0
2022-08-30T13:00,85.9,53.8,78.8,50.8,88.0,829.0
2022-08-30T14:00,92.0,59.6,103.9,52.8,52.0,1166.0
2022-08-30T15:00,98.7,64.7,127.8,54.5,13.0,1520.0
2022-08-30T16:00,97.8,64.3,129.3,54.0,3.0,1620.0
2022-08-30T17:00,94.3,61.9,122.6,52.8,2.0,1640.0
2022-08-30T18:00,89.2,58.4,110.7,50.0,4.0,1583.0
2022-08-30T19:00,83.6,54.6,102.1,47.0,4.0,1469.0
2022-08-30T20:00,77.5,50.4,92.0,43.3,4.0,1297.0
2022-08-30T21:00,75.0,48.7,79.7,38.8,5.0,1087.0
2022-08-30T22:00,73.8,48.1,72.3,36.1,5.0,974.0
2022-08-30T23:00,71.7,46.7,66.1,33.8,4.0,879.0
2022-08-31T00:00,79.6,52.2,55.0,27.9,5.0,900.0
2022-08-31T01:00,83.8,55.1,57.0,28.3,13.0,934.0
2022-08-31T02:00,89.6,58.4,59.8,29.0,24.0,980.0
2022-08-31T03:00,89.2,56.3,58.3,30.3,47.0,962.0
2022-08-31T04:00,84.8,51.3,48.7,32.5,75.0,821.0
2022-08-31T05:00,77.3,46.1,34.5,35.2,110.0,613.0
2022-08-31T06:00,69.2,41.3,19.3,36.5,148.0,390.0
2022-08-31T07:00,64.5,38.9,13.9,33.8,165.0,326.0
2022-08-31T08:00,62.4,37.7,11.4,29.1,175.0,309.0
2022-08-31T09:00,60.8,36.3,14.1,24.0,174.0,324.0
2022-08-31T10:00,58.9,34.7,23.0,22.2,157.0,321.0
2022-08-31T11:00,58.4,33.8,36.3,21.5,130.0,331.0
2022-08-31T12:00,64.0,37.1,51.3,27.8,98.0,470.0
2022-08-31T13:00,75.9,46.3,57.6,33.3,81.0,833.0
2022-08-31T14:00,91.7,57.5,66.5,41.3,58.0,1353.0
2022-08-31T15:00,106.4,67.5,76.8,53.2,30.0,2050.0
2022-08-31T16:00,128.5,81.7,81.9,63.2,18.0,2532.0
2022-08-31T17:00,149.9,96.2,85.8,74.2,9.0,3011.0
2022-08-31T18:00,160.7,103.6,87.3,86.1,1.0,3479.0
2022-08-31T19:00,166.7,107.6,84.3,90.9,-1.0,3602.0
2022-08-31T20:00,172.3,111.3,78.6,93.4,-1.0,3591.0
2022-08-31T21:00,175.1,113.6,70.6,96.8,0.0,3566.0
2022-08-31T22:00,183.9,119.7,62.2,102.5,0.0,3653.0
2022-08-31T23:00,194.2,126.7,52.8,108.9,-1.0,3759.0
2022-09-01T00:00,108.5,68.9,64.2,37.0,3.0,1220.0
2022-09-01T01:00,89.4,55.9,59.5,33.7,11.0,1117.0
2022-09-01T02:00,82.9,51.9,52.8,28.9,22.0,970.0
2022-09-01T03:00,72.4,41.8,42.7,23.8,43.0,768.0
2022-09-01T04:00,68.0,36.9,33.8,22.8,67.0,622.0
2022-09-01T05:00,63.6,32.9,24.0,23.0,97.0,473.0
2022-09-01T06:00,62.2,31.0,14.2,23.0,127.0,323.0
2022-09-01T07:00,60.5,29.0,10.6,21.4,136.0,267.0
