latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
28.599998,77.20001,217.0,0,GMT,GMT

time,pm10 (μg/m³),pm2_5 (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),carbon_monoxide (μg/m³)
2025-03-16T11:00,217.0,35.3,7.8,13.9,140.0,293.0
2025-03-16T12:00,357.6,42.4,10.5,12.6,129.0,332.0
2025-03-16T13:00,393.0,50.4,16.7,13.9,112.0,415.0
2025-03-16T14:00,435.9,62.4,25.2,15.6,88.0,523.0
2025-03-16T15:00,501.1,73.1,30.6,16.9,70.0,604.0
2025-03-16T16:00,560.7,81.7,30.1,17.3,65.0,640.0
2025-03-16T17:00,566.2,85.4,26.6,17.2,65.0,648.0
2025-03-16T18:00,508.5,82.0,23.1,16.9,67.0,629.0
2025-03-16T19:00,428.4,75.0,20.5,16.2,68.0,564.0
2025-03-16T20:00,350.2,68.2,18.0,15.2,70.0,471.0
2025-03-16T21:00,295.2,63.6,16.3,14.5,70.0,407.0
2025-03-16T22:00,260.8,61.0,15.3,14.1,68.0,388.0
2025-03-16T23:00,245.9,60.3,15.1,13.9,64.0,398.0
2025-03-17T00:00,244.9,61.5,15.8,15.5,67.0,446.0
2025-03-17T01:00,222.6,63.3,19.8,17.3,62.0,582.0
2025-03-17T02:00,197.0,70.1,25.1,19.7,56.0,756.0
2025-03-17T03:00,215.6,70.8,27.0,21.5,60.0,833.0
2025-03-17T04:00,231.9,67.3,22.1,22.5,85.0,717.0
2025-03-17T05:00,250.5,58.0,13.8,22.9,119.0,504.0
2025-03-17T06:00,265.4,46.7,7.3,22.2,146.0,340.0
2025-03-17T07:00,289.6,45.5,4.6,19.5,157.0,286.0
2025-03-17T08:00,337.1,49.9,3.7,15.7,159.0,282.0
2025-03-17T09:00,403.3,54.7,3.8,13.0,158.0,290.0
2025-03-17T10:00,482.4,61.5,4.5,12.2,155.0,293.0
2025-03-17T11:00,558.8,68.2,6.3,12.6,149.0,308.0
2025-03-17T12:00,568.1,66.4,9.3,13.2,139.0,351.0
2025-03-17T13:00,592.3,74.7,15.2,14.9,123.0,451.0
2025-03-17T14:00,601.6,85.0,23.4,17.2,100.0,579.0
2025-03-17T15:00,612.8,92.0,30.0,19.1,81.0,665.0
2025-03-17T16:00,597.9,95.9,34.0,20.5,70.0,675.0
2025-03-17T17:00,558.8,97.1,36.5,21.6,63.0,642.0
2025-03-17T18:00,508.5,95.0,36.4,21.7,61.0,596.0
2025-03-17T19:00,457.3,89.2,32.2,20.1,65.0,533.0
2025-03-17T20:00,420.0,82.4,25.5,17.4,73.0,456.0
2025-03-17T21:00,384.6,75.4,19.8,15.2,79.0,403.0
2025-03-17T22:00,361.4,70.5,15.9,13.7,82.0,382.0
2025-03-17T23:00,353.9,68.2,13.0,12.6,82.0,385.0
2025-03-18T00:00,334.3,65.7,12.8,12.8,82.0,429.0
2025-03-18T01:00,297.1,63.1,16.8,14.2,75.0,565.0
2025-03-18T02:00,274.7,64.3,21.9,16.2,67.0,741.0
2025-03-18T03:00,237.5,65.0,24.0,17.9,70.0,818.0
2025-03-18T04:00,228.2,60.8,19.9,19.2,96.0,700.0
2025-03-18T05:00,203.5,49.0,12.6,20.2,134.0,483.0
2025-03-18T06:00,222.6,41.0,6.9,20.3,163.0,319.0
2025-03-18T07:00,263.6,42.1,4.7,18.8,174.0,270.0
2025-03-18T08:00,333.4,47.0,4.1,16.3,176.0,274.0
2025-03-18T09:00,413.5,53.2,4.5,14.5,173.0,289.0
2025-03-18T10:00,495.5,60.3,5.4,13.8,168.0,296.0
2025-03-18T11:00,558.8,66.4,7.3,13.7,158.0,315.0
2025-03-18T12:00,540.2,62.6,11.0,15.4,150.0,362.0
2025-03-18T13:00,562.5,73.3,18.4,16.9,130.0,468.0
2025-03-18T14:00,581.1,84.5,28.6,19.1,103.0,603.0
2025-03-18T15:00,605.4,92.0,36.2,20.7,81.0,694.0
2025-03-18T16:00,607.2,95.0,38.7,21.4,71.0,699.0
2025-03-18T17:00,568.1,94.5,38.6,21.7,67.0,659.0
2025-03-18T18:00,512.2,91.5,37.4,21.4,65.0,626.0
2025-03-18T19:00,461.9,85.9,35.1,20.3,64.0,617.0
2025-03-18T20:00,426.5,81.0,31.8,18.7,64.0,615.0
2025-03-18T21:00,394.9,77.8,29.1,17.5,64.0,623.0
2025-03-18T22:00,365.1,75.4,27.3,17.0,61.0,625.0
2025-03-18T23:00,338.1,73.3,26.2,16.8,57.0,638.0
2025-03-19T00:00,314.8,74.7,26.2,17.5,56.0,715.0
2025-03-19T01:00,290.6,76.1,31.8,19.9,55.0,957.0
2025-03-19T02:00,238.4,81.7,39.1,23.2,56.0,1263.0
2025-03-19T03:00,199.8,75.2,41.2,25.9,68.0,1389.0
2025-03-19T04:00,166.7,57.6,33.0,27.9,102.0,1161.0
2025-03-19T05:00,132.2,38.3,19.7,29.3,147.0,752.0
2025-03-19T06:00,146.2,33.3,9.3,28.9,179.0,436.0
2025-03-19T07:00,168.6,32.2,5.3,25.3,185.0,329.0
2025-03-19T08:00,220.7,34.9,4.2,20.0,178.0,315.0
2025-03-19T09:00,270.1,38.2,4.4,15.9,169.0,322.0
2025-03-19T10:00,334.3,42.4,5.2,14.3,161.0,321.0
2025-03-19T11:00,432.1,52.2,7.2,14.1,150.0,341.0
2025-03-19T12:00,508.5,59.8,10.8,13.3,136.0,396.0
2025-03-19T13:00,614.7,79.2,15.3,15.4,123.0,515.0
2025-03-19T14:00,724.6,99.2,21.4,18.2,106.0,669.0
2025-03-19T15:00,763.7,109.9,26.0,20.5,92.0,781.0
2025-03-19T16:00,694.8,108.7,27.6,21.8,86.0,824.0
2025-03-19T17:00,583.0,102.2,27.8,22.5,83.0,824.0
2025-03-19T18:00,468.5,93.1,27.4,22.6,80.0,784.0
2025-03-19T19:00,363.2,83.1,26.6,21.9,76.0,675.0
2025-03-19T20:00,275.7,75.4,25.4,20.6,73.0,527.0
2025-03-19T21:00,214.7,70.1,24.5,19.6,69.0,426.0
2025-03-19T22:00,182.5,66.6,23.9,19.1,63.0,390.0
2025-03-19T23:00,162.1,64.5,23.8,19.0,57.0,402.0
2025-03-20T00:00,172.3,65.2,23.0,19.2,60.0,501.0
2025-03-20T01:00,154.1,63.6,27.4,20.9,59.0,792.0
2025-03-20T02:00,141.1,66.6,33.1,23.2,59.0,1170.0
2025-03-20T03:00,129.5,64.0,34.9,25.4,68.0,1356.0
2025-03-20T04:00,94.8,51.7,29.2,27.7,94.0,1171.0
2025-03-20T05:00,76.8,33.6,19.6,29.8,129.0,795.0
2025-03-20T06:00,87.5,26.6,11.8,29.9,154.0,489.0
2025-03-20T07:00,139.7,26.3,7.7,26.0,162.0,354.0
2025-03-20T08:00,197.9,29.9,5.3,20.0,160.0,290.0
2025-03-20T09:00,256.1,34.5,4.4,15.7,156.0,260.0
2025-03-20T10:00,338.1,43.0,4.9,14.5,151.0,246.0
2025-03-20T11:00,393.9,49.5,6.8,15.0,143.0,265.0
2025-03-20T12:00,480.6,57.5,10.8,16.2,131.0,333.0
2025-03-20T13:00,534.6,71.7,17.4,18.5,115.0,504.0
2025-03-20T14:00,592.3,84.5,26.4,21.6,94.0,724.0
2025-03-20T15:00,624.0,93.4,33.2,23.8,76.0,843.0
2025-03-20T16:00,609.1,95.9,36.0,24.5,67.0,768.0
2025-03-20T17:00,556.9,95.0,36.4,24.4,61.0,592.0
2025-03-20T18:00,504.8,91.7,35.0,23.3,59.0,451.0
2025-03-20T19:00,465.7,86.4,30.7,20.7,60.0,394.0
2025-03-20T20:00,442.4,82.0,24.5,17.3,64.0,372.0
2025-03-20T21:00,429.3,78.9,19.5,14.6,66.0,367.0
2025-03-20T22:00,406.1,76.1,16.6,13.4,66.0,368.0
2025-03-20T23:00,376.3,73.1,15.0,13.0,64.0,386.0
2025-03-21T00:00,344.6,73.6,17.6,13.3,56.0,441.0
2025-03-21T01:00,308.3,70.5,20.9,14.4,53.0,581.0
2025-03-21T02:00,269.2,71.2,25.1,16.1,51.0,757.0
2025-03-21T03:00,250.5,69.8,26.3,17.8,57.0,844.0
2025-03-21T04:00,256.1,64.3,21.7,20.1,81.0,762.0
2025-03-21T05:00,260.8,56.1,14.1,22.4,115.0,590.0
2025-03-21T06:00,266.4,46.9,8.1,23.0,140.0,442.0
2025-03-21T07:00,297.1,43.4,5.3,20.3,150.0,353.0
2025-03-21T08:00,376.3,47.4,4.2,15.9,152.0,287.0
2025-03-21T09:00,486.2,55.9,4.1,12.6,150.0,250.0
2025-03-21T10:00,605.4,66.6,4.8,11.6,146.0,246.0
2025-03-21T11:00,707.8,78.9,6.7,11.7,139.0,271.0
2025-03-21T12:00,804.7,89.4,10.7,12.6,123.0,322.0
2025-03-21T13:00,821.4,100.8,17.0,14.4,108.0,417.0
2025-03-21T14:00,802.8,106.6,25.7,16.9,87.0,537.0
2025-03-21T15:00,758.1,108.7,32.5,19.0,70.0,620.0
2025-03-21T16:00,689.2,106.6,35.8,20.4,62.0,636.0
2025-03-21T17:00,607.2,102.0,37.2,21.3,59.0,615.0
2025-03-21T18:00,519.7,95.2,36.6,21.4,58.0,580.0
2025-03-21T19:00,448.0,87.3,33.0,20.2,59.0,527.0
2025-03-21T20:00,405.1,82.7,27.4,18.2,62.0,460.0
2025-03-21T21:00,386.5,81.3,22.8,16.7,64.0,420.0
2025-03-21T22:00,386.5,82.2,20.2,16.0,63.0,412.0
2025-03-21T23:00,390.2,82.7,18.7,15.6,60.0,431.0
2025-03-22T00:00,309.2,83.1,27.0,17.9,44.0,504.0
2025-03-22T01:00,271.9,78.0,29.4,19.4,47.0,706.0
2025-03-22T02:00,235.2,76.1,32.3,21.4,52.0,962.0
2025-03-22T03:00,211.9,73.1,31.9,22.8,65.0,1073.0
2025-03-22T04:00,187.2,61.0,24.9,23.3,95.0,898.0
2025-03-22T05:00,174.2,48.1,14.6,23.3,133.0,578.0
2025-03-22T06:00,196.5,42.0,6.7,22.4,161.0,333.0
2025-03-22T07:00,203.5,38.3,3.7,20.1,171.0,258.0
2025-03-22T08:00,211.9,35.3,3.2,16.9,172.0,259.0
2025-03-22T09:00,242.1,36.9,3.9,14.6,169.0,272.0
2025-03-22T10:00,286.8,40.7,4.6,13.5,164.0,259.0
2025-03-22T11:00,314.8,43.7,6.4,13.3,156.0,259.0
2025-03-22T12:00,272.9,40.3,11.6,14.3,139.0,326.0
2025-03-22T13:00,273.8,47.0,20.7,16.8,119.0,519.0
2025-03-22T14:00,263.6,57.2,33.3,20.3,91.0,780.0
2025-03-22T15:00,257.0,62.9,43.2,23.3,68.0,986.0
2025-03-22T16:00,241.2,66.4,47.6,25.5,57.0,1087.0
2025-03-22T17:00,222.1,69.4,49.2,27.2,52.0,1133.0
2025-03-22T18:00,209.5,72.4,50.3,28.3,47.0,1150.0
2025-03-22T19:00,204.9,74.3,51.2,28.5,41.0,1137.0
2025-03-22T20:00,205.4,78.2,51.5,28.1,36.0,1094.0
2025-03-22T21:00,207.7,82.9,52.8,28.2,31.0,1048.0
2025-03-22T22:00,210.9,87.5,56.1,29.3,23.0,974.0
2025-03-22T23:00,214.7,91.7,60.3,31.0,14.0,897.0
2025-03-23T00:00,196.0,91.0,69.5,37.8,13.0,919.0
2025-03-23T01:00,195.6,96.4,69.6,39.3,24.0,1182.0
2025-03-23T02:00,190.5,109.4,69.1,41.6,41.0,1544.0
2025-03-23T03:00,160.7,92.4,64.4,43.9,66.0,1677.0
2025-03-23T04:00,143.0,69.8,51.6,46.9,104.0,1349.0
2025-03-23T05:00,123.9,52.3,34.5,50.0,149.0,792.0
2025-03-23T06:00,117.6,41.6,21.0,50.9,186.0,377.0
2025-03-23T07:00,120.6,38.5,14.3,47.8,211.0,272.0
2025-03-23T08:00,134.1,40.6,11.1,42.6,227.0,308.0
2025-03-23T09:00,152.3,44.1,9.9,38.2,234.0,349.0
2025-03-23T10:00,167.2,46.7,9.6,35.6,230.0,328.0
2025-03-23T11:00,172.3,47.3,11.2,33.9,215.0,313.0
2025-03-23T12:00,111.3,38.9,16.2,36.0,198.0,364.0
2025-03-23T13:00,103.8,45.3,28.1,37.3,164.0,513.0
2025-03-23T14:00,98.7,57.3,44.5,39.1,118.0,730.0
2025-03-23T15:00,105.9,63.8,55.4,40.0,83.0,983.0
2025-03-23T16:00,116.2,65.7,56.0,39.2,71.0,1307.0
2025-03-23T17:00,125.7,66.1,51.3,37.5,69.0,1669.0
2025-03-23T18:00,149.0,65.7,46.4,35.6,69.0,1935.0
2025-03-23T19:00,153.7,64.0,42.0,33.4,67.0,2059.0
2025-03-23T20:00,135.5,63.8,37.3,31.0,67.0,2087.0
2025-03-23T21:00,134.6,66.8,35.6,29.9,64.0,2029.0
2025-03-23T22:00,140.2,72.4,39.0,30.9,56.0,1841.0
2025-03-23T23:00,146.7,78.7,45.4,33.3,45.0,1566.0
2025-03-24T00:00,168.1,84.8,47.8,34.0,35.0,1347.0
2025-03-24T01:00,171.4,87.1,51.4,35.3,41.0,1272.0
2025-03-24T02:00,173.7,93.4,55.8,37.2,51.0,1252.0
2025-03-24T03:00,182.1,92.2,55.0,39.5,73.0,1161.0
2025-03-24T04:00,200.2,81.5,44.1,43.4,117.0,902.0
2025-03-24T05:00,222.6,68.7,28.0,47.7,174.0,571.0
2025-03-24T06:00,244.0,57.7,15.3,49.0,216.0,332.0
2025-03-24T07:00,247.7,53.3,9.5,44.4,234.0,267.0
2025-03-24T08:00,252.4,51.7,7.1,36.7,239.0,294.0
2025-03-24T09:00,250.5,50.3,6.7,30.7,236.0,328.0
2025-03-24T10:00,243.1,48.7,7.0,28.0,228.0,335.0
2025-03-24T11:00,225.8,46.6,9.4,27.0,213.0,350.0
2025-03-24T12:00,214.7,44.8,16.9,25.1,191.0,392.0
2025-03-24T13:00,177.9,49.5,27.6,27.8,165.0,481.0
2025-03-24T14:00,160.2,62.4,42.4,31.4,130.0,598.0
2025-03-24T15:00,151.8,68.5,53.3,34.2,102.0,705.0
2025-03-24T16:00,157.4,74.0,56.4,35.2,89.0,793.0
2025-03-24T17:00,155.5,79.4,55.7,35.2,84.0,872.0
2025-03-24T18:00,143.9,83.4,54.6,35.0,79.0,930.0
2025-03-24T19:00,133.2,85.7,54.1,34.4,71.0,962.0
2025-03-24T20:00,144.8,91.5,53.2,33.5,64.0,974.0
2025-03-24T21:00,162.1,97.6,52.9,33.0,56.0,976.0
2025-03-24T22:00,178.8,102.9,53.9,33.3,46.0,950.0
2025-03-24T23:00,193.7,106.9,55.5,34.0,36.0,914.0
2025-03-25T00:00,191.9,101.0,57.5,34.2,37.0,926.0
2025-03-25T01:00,196.0,98.3,56.5,34.5,48.0,1071.0
2025-03-25T02:00,209.5,96.4,54.8,35.0,65.0,1264.0
2025-03-25T03:00,219.3,87.8,50.1,36.3,90.0,1317.0
2025-03-25T04:00,231.9,73.8,40.0,39.8,132.0,1089.0
2025-03-25T05:00,243.1,63.8,27.0,44.1,183.0,721.0
2025-03-25T06:00,265.4,58.0,16.6,45.5,222.0,441.0
2025-03-25T07:00,279.4,55.8,10.9,41.7,240.0,353.0
2025-03-25T08:00,265.4,51.5,7.7,35.0,246.0,353.0
2025-03-25T09:00,231.4,45.4,6.5,29.3,242.0,360.0
2025-03-25T10:00,189.1,39.3,6.4,25.2,228.0,327.0
2025-03-25T11:00,162.5,35.5,8.2,21.9,204.0,299.0
2025-03-25T12:00,148.1,36.9,13.3,22.5,178.0,335.0
2025-03-25T13:00,177.4,45.1,21.7,25.9,158.0,486.0
2025-03-25T14:00,210.5,60.3,33.4,30.7,129.0,700.0
2025-03-25T15:00,226.8,72.9,42.6,34.4,105.0,874.0
2025-03-25T16:00,224.4,80.3,46.7,36.1,90.0,968.0
2025-03-25T17:00,209.1,83.8,48.5,36.7,80.0,1023.0
2025-03-25T18:00,183.0,83.1,49.9,37.0,71.0,1061.0
2025-03-25T19:00,182.5,84.8,51.5,36.8,62.0,1083.0
2025-03-25T20:00,187.7,91.0,52.9,36.2,53.0,1087.0
2025-03-25T21:00,197.0,98.5,54.9,36.5,46.0,1092.0
2025-03-25T22:00,204.9,104.3,58.7,38.5,37.0,1069.0
2025-03-25T23:00,205.4,108.3,63.1,41.4,29.0,1047.0
2025-03-26T00:00,211.4,105.5,63.9,43.5,27.0,1132.0
2025-03-26T01:00,208.6,103.1,63.3,44.9,39.0,1495.0
2025-03-26T02:00,195.1,102.4,61.9,46.8,58.0,1965.0
2025-03-26T03:00,204.9,95.2,56.7,47.8,82.0,2135.0
2025-03-26T04:00,220.7,79.9,44.3,48.1,119.0,1712.0
2025-03-26T05:00,247.7,63.1,28.2,47.6,161.0,989.0
2025-03-26T06:00,270.1,52.2,15.5,44.6,192.0,441.0
2025-03-26T07:00,289.6,49.0,9.0,37.0,202.0,280.0
2025-03-26T08:00,264.5,44.2,5.9,26.9,201.0,293.0
2025-03-26T09:00,224.9,38.3,5.1,19.2,194.0,322.0
2025-03-26T10:00,183.9,31.5,5.0,15.6,184.0,274.0
2025-03-26T11:00,163.0,29.7,7.2,14.5,169.0,240.0
2025-03-26T12:00,123.4,27.4,14.8,13.5,140.0,341.0
2025-03-26T13:00,112.5,37.8,28.8,17.4,116.0,734.0
2025-03-26T14:00,124.8,52.3,47.8,22.9,82.0,1260.0
2025-03-26T15:00,150.9,56.1,60.0,26.7,58.0,1564.0
2025-03-26T16:00,195.6,59.0,58.9,27.5,52.0,1412.0
2025-03-26T17:00,215.1,61.5,50.9,26.8,54.0,1037.0
2025-03-26T18:00,210.5,61.9,43.6,25.7,57.0,783.0
2025-03-26T19:00,197.9,60.3,39.0,24.2,57.0,831.0
2025-03-26T20:00,191.9,60.8,35.1,22.3,57.0,1000.0
2025-03-26T21:00,178.3,61.5,33.2,21.3,54.0,1086.0
2025-03-26T22:00,164.8,62.9,34.5,21.9,46.0,963.0
2025-03-26T23:00,171.8,67.3,37.8,23.4,36.0,756.0
2025-03-27T00:00,165.3,82.9,68.2,34.6,15.0,639.0
2025-03-27T01:00,167.6,82.9,65.8,35.8,25.0,738.0
2025-03-27T02:00,174.6,82.9,61.8,37.2,40.0,927.0
2025-03-27T03:00,214.7,76.8,54.1,36.1,59.0,1003.0
2025-03-27T04:00,266.4,65.0,39.3,30.3,87.0,838.0
2025-03-27T05:00,368.8,60.1,20.8,22.1,120.0,560.0
2025-03-27T06:00,478.7,65.4,7.2,15.6,144.0,343.0
2025-03-27T07:00,529.0,69.8,2.5,12.7,151.0,259.0
2025-03-27T08:00,545.8,71.5,2.7,11.6,149.0,236.0
2025-03-27T09:00,562.5,71.9,4.1,11.1,144.0,236.0
2025-03-27T10:00,571.8,71.7,4.6,10.5,140.0,230.0
2025-03-27T11:00,536.4,69.8,6.3,10.6,133.0,246.0
2025-03-27T12:00,470.3,69.8,12.9,13.3,124.0,330.0
2025-03-27T13:00,463.8,76.1,24.0,16.8,105.0,532.0
2025-03-27T14:00,463.8,89.4,39.3,21.8,78.0,801.0
2025-03-27T15:00,484.3,98.7,51.3,26.0,56.0,1029.0
2025-03-27T16:00,508.5,103.6,56.8,28.9,45.0,1221.0
2025-03-27T17:00,504.8,106.9,59.0,31.0,40.0,1372.0
2025-03-27T18:00,529.0,114.8,59.8,32.0,35.0,1364.0
2025-03-27T19:00,534.6,120.6,60.8,31.7,28.0,1060.0
2025-03-27T20:00,508.5,118.0,60.3,30.2,23.0,596.0
2025-03-27T21:00,556.9,113.4,55.6,27.4,23.0,259.0
2025-03-27T22:00,698.5,114.6,42.6,22.3,34.0,176.0
2025-03-27T23:00,847.5,132.7,25.3,15.9,51.0,220.0
2025-03-28T00:00,782.3,132.2,14.4,13.9,67.0,295.0
2025-03-28T01:00,700.4,122.5,15.9,14.7,68.0,402.0
2025-03-28T02:00,612.8,116.6,17.7,15.7,71.0,541.0
2025-03-28T03:00,579.3,112.0,17.9,16.6,80.0,614.0
2025-03-28T04:00,551.3,101.3,14.8,17.3,100.0,560.0
2025-03-28T05:00,439.6,75.7,9.9,17.8,127.0,440.0
2025-03-28T06:00,402.3,63.8,6.2,17.6,147.0,342.0
2025-03-28T07:00,400.5,57.4,4.6,16.0,156.0,295.0
2025-03-28T08:00,424.7,55.2,4.2,13.8,159.0,269.0
2025-03-28T09:00,506.6,61.5,4.5,12.1,158.0,260.0
2025-03-28T10:00,625.8,72.2,5.8,11.6,154.0,272.0
2025-03-28T11:00,748.8,84.8,7.8,11.7,147.0,301.0
2025-03-28T12:00,840.1,95.5,9.7,12.4,142.0,327.0
2025-03-28T13:00,976.0,117.6,11.2,12.6,134.0,345.0
2025-03-28T14:00,1072.9,139.7,13.2,12.9,122.0,359.0
2025-03-28T15:00,1154.8,153.7,14.5,13.1,113.0,365.0
2025-03-28T16:00,1087.8,152.7,14.4,13.3,110.0,358.0
2025-03-28T17:00,983.5,146.7,13.7,13.4,109.0,342.0
2025-03-28T18:00,897.8,141.1,12.7,13.4,108.0,324.0
2025-03-28T19:00,840.1,136.0,11.6,13.2,105.0,300.0
2025-03-28T20:00,806.5,132.2,10.3,12.9,102.0,274.0
2025-03-28T21:00,795.3,131.3,9.3,12.8,100.0,261.0
2025-03-28T22:00,800.9,131.3,8.6,12.9,99.0,263.0
2025-03-28T23:00,806.5,131.8,8.3,13.2,98.0,278.0
2025-03-29T00:00,746.9,122.0,8.5,12.9,98.0,313.0
2025-03-29T01:00,743.2,121.5,11.0,13.8,93.0,393.0
2025-03-29T02:00,726.4,123.9,14.2,15.1,88.0,493.0
2025-03-29T03:00,750.6,125.3,15.7,16.1,90.0,544.0
2025-03-29T04:00,769.3,122.5,13.6,16.8,107.0,498.0
2025-03-29T05:00,709.7,110.1,9.7,17.3,133.0,403.0
2025-03-29T06:00,689.2,99.7,6.7,17.4,153.0,329.0
2025-03-29T07:00,735.7,99.2,5.6,16.9,165.0,306.0
2025-03-29T08:00,847.5,108.0,5.4,16.1,172.0,304.0
2025-03-29T09:00,994.7,121.5,6.0,15.4,173.0,312.0
2025-03-29T10:00,1154.8,138.3,7.8,15.1,166.0,328.0
2025-03-29T11:00,1274.0,153.7,10.5,15.0,154.0,354.0
2025-03-29T12:00,1210.7,153.2,12.2,15.2,145.0,375.0
2025-03-29T13:00,1251.7,163.4,13.8,15.5,136.0,389.0
2025-03-29T14:00,1244.2,169.0,16.0,15.9,124.0,399.0
2025-03-29T15:00,1199.5,166.7,17.4,16.1,114.0,401.0
2025-03-29T16:00,1113.9,158.8,17.5,15.9,108.0,392.0
2025-03-29T17:00,1017.0,149.9,16.8,15.5,104.0,374.0
2025-03-29T18:00,914.6,141.1,15.7,14.9,100.0,356.0
2025-03-29T19:00,819.6,131.8,14.1,14.0,97.0,334.0
2025-03-29T20:00,745.1,123.9,12.2,13.1,94.0,311.0
2025-03-29T21:00,696.6,117.3,10.8,12.4,91.0,301.0
2025-03-29T22:00,670.6,113.4,9.9,12.3,88.0,302.0
2025-03-29T23:00,657.5,110.6,9.5,12.5,86.0,317.0
2025-03-30T00:00,579.3,99.4,10.2,12.4,85.0,365.0
2025-03-30T01:00,575.6,97.8,13.0,13.5,82.0,493.0
2025-03-30T02:00,540.2,97.1,16.7,15.2,79.0,655.0
2025-03-30T03:00,516.0,94.3,18.2,16.7,85.0,731.0
2025-03-30T04:00,512.2,87.5,15.5,18.2,108.0,640.0
2025-03-30T05:00,447.0,73.3,10.7,19.6,139.0,463.0
2025-03-30T06:00,402.3,60.1,6.9,20.2,163.0,328.0
2025-03-30T07:00,445.2,60.3,5.4,19.3,174.0,289.0
2025-03-30T08:00,549.5,68.5,5.0,17.7,179.0,291.0
2025-03-30T09:00,663.1,78.0,5.4,16.5,179.0,303.0
2025-03-30T10:00,780.4,88.5,6.4,16.3,175.0,304.0
2025-03-30T11:00,879.2,98.5,8.3,16.5,166.0,313.0
2025-03-30T12:00,922.0,103.1,11.4,17.0,154.0,358.0
2025-03-30T13:00,961.1,114.6,16.2,17.9,137.0,477.0
2025-03-30T14:00,983.5,125.7,22.8,19.1,114.0,632.0
2025-03-30T15:00,987.2,130.9,27.6,19.9,96.0,728.0
2025-03-30T16:00,929.5,129.0,29.4,20.2,87.0,718.0
2025-03-30T17:00,855.0,123.9,29.4,20.1,82.0,649.0
2025-03-30T18:00,750.6,114.8,28.0,19.5,80.0,577.0
2025-03-30T19:00,651.9,103.6,24.6,18.0,80.0,509.0
2025-03-30T20:00,558.8,92.4,19.9,16.1,83.0,437.0
2025-03-30T21:00,470.3,82.0,16.2,14.7,84.0,392.0
2025-03-30T22:00,403.3,74.0,14.2,14.2,83.0,374.0
2025-03-30T23:00,353.0,68.5,13.4,14.2,80.0,384.0
2025-03-31T00:00,314.8,64.5,14.9,14.7,77.0,448.0
2025-03-31T01:00,266.4,61.0,18.8,16.2,77.0,638.0
2025-03-31T02:00,231.4,62.4,23.8,18.3,79.0,884.0
2025-03-31T03:00,201.2,59.4,25.7,20.3,90.0,1002.0
2025-03-31T04:00,194.2,53.7,21.3,22.4,120.0,870.0
2025-03-31T05:00,183.9,43.5,13.6,24.4,158.0,609.0
2025-03-31T06:00,196.5,38.1,7.6,24.9,186.0,404.0
2025-03-31T07:00,232.4,39.0,5.1,22.7,193.0,327.0
2025-03-31T08:00,278.5,40.3,4.3,18.9,188.0,305.0
2025-03-31T09:00,329.7,42.8,4.4,16.1,181.0,300.0
2025-03-31T10:00,396.7,47.8,5.1,15.0,175.0,295.0
2025-03-31T11:00,465.7,54.0,6.7,14.8,166.0,306.0
2025-03-31T12:00,583.0,64.3,9.8,16.1,149.0,343.0
2025-03-31T13:00,657.5,78.2,14.8,17.5,134.0,433.0
2025-03-31T14:00,715.3,92.4,21.6,19.4,113.0,550.0
2025-03-31T15:00,724.6,98.7,26.5,20.7,97.0,623.0
2025-03-31T16:00,678.0,98.0,27.9,20.9,89.0,612.0
2025-03-31T17:00,624.0,94.8,27.4,20.4,86.0,556.0
2025-03-31T18:00,556.9,88.9,25.7,19.5,84.0,507.0
2025-03-31T19:00,499.2,81.3,22.3,17.7,85.0,479.0
2025-03-31T20:00,455.4,75.4,17.8,15.5,87.0,458.0
2025-03-31T21:00,423.8,71.9,14.4,13.8,88.0,448.0
2025-03-31T22:00,402.3,70.8,12.7,13.0,85.0,442.0
2025-03-31T23:00,376.3,69.6,12.2,12.7,80.0,448.0
2025-04-01T00:00,411.6,77.3,12.4,14.1,82.0,492.0
2025-04-01T01:00,388.4,76.6,16.7,16.1,79.0,633.0
2025-04-01T02:00,339.9,77.3,22.3,18.8,76.0,812.0
2025-04-01T03:00,285.0,74.0,24.5,20.5,82.0,886.0
2025-04-01T04:00,281.3,67.5,19.9,20.6,106.0,752.0
2025-04-01T05:00,236.6,51.8,11.8,19.8,139.0,512.0
2025-04-01T06:00,231.9,41.6,5.7,18.5,164.0,329.0
2025-04-01T07:00,256.1,39.1,3.6,16.4,173.0,270.0
2025-04-01T08:00,317.6,43.3,3.4,13.8,174.0,267.0
2025-04-01T09:00,404.2,50.1,4.0,12.0,171.0,277.0
2025-04-01T10:00,502.9,58.2,4.3,11.3,168.0,274.0
2025-04-01T11:00,586.7,66.4,5.5,11.5,161.0,283.0
2025-04-01T12:00,584.9,68.9,10.2,13.3,153.0,338.0
2025-04-01T13:00,625.8,79.2,17.7,15.6,134.0,490.0
2025-04-01T14:00,629.6,88.5,28.2,18.8,107.0,689.0
2025-04-01T15:00,610.9,94.1,36.9,21.7,85.0,814.0
2025-04-01T16:00,583.0,97.3,42.5,24.1,72.0,800.0
2025-04-01T17:00,549.5,99.2,46.3,26.1,63.0,713.0
2025-04-01T18:00,516.0,98.5,47.6,26.9,57.0,634.0
2025-04-01T19:00,491.7,95.2,45.0,25.5,55.0,583.0
